week_start,entity_id,geo,interest
2025-01-20,dates_tamr,SA,20.8
2025-01-27,dates_tamr,SA,23.1
2025-02-03,dates_tamr,SA,24.2
2025-02-10,dates_tamr,SA,21.1
2025-02-17,dates_tamr,SA,28.6
2025-02-24,dates_tamr,SA,53.7
2025-03-03,dates_tamr,SA,55.3
2025-03-10,dates_tamr,SA,96.4
2025-03-17,dates_tamr,SA,76.9
2025-03-24,dates_tamr,SA,37.5
2025-03-31,dates_tamr,SA,23.1
2025-04-07,dates_tamr,SA,24.8
2025-04-14,dates_tamr,SA,21.1
2025-04-21,dates_tamr,SA,23.8
2025-04-28,dates_tamr,SA,21.6
2025-05-05,dates_tamr,SA,22.0
2025-05-12,dates_tamr,SA,25.0
2025-05-19,dates_tamr,SA,22.6
2025-05-26,dates_tamr,SA,24.2
2025-06-02,dates_tamr,SA,24.4
2025-06-09,dates_tamr,SA,23.6
2025-06-16,dates_tamr,SA,23.0
2025-06-23,dates_tamr,SA,24.0
2025-06-30,dates_tamr,SA,23.7
2025-07-07,dates_tamr,SA,22.4
2025-07-14,dates_tamr,SA,24.2
2025-07-21,dates_tamr,SA,24.0
2025-07-28,dates_tamr,SA,21.9
2025-08-04,dates_tamr,SA,22.4
2025-08-11,dates_tamr,SA,24.3
2025-08-18,dates_tamr,SA,25.1
2025-08-25,dates_tamr,SA,25.9
2025-09-01,dates_tamr,SA,25.6
2025-09-08,dates_tamr,SA,22.9
2025-09-15,dates_tamr,SA,24.5
2025-09-22,dates_tamr,SA,24.0
2025-09-29,dates_tamr,SA,23.2
2025-10-06,dates_tamr,SA,23.1
2025-10-13,dates_tamr,SA,23.1
2025-10-20,dates_tamr,SA,23.3
2025-10-27,dates_tamr,SA,22.8
2025-11-03,dates_tamr,SA,24.4
2025-11-10,dates_tamr,SA,23.4
2025-11-17,dates_tamr,SA,25.1
2025-11-24,dates_tamr,SA,21.0
2025-12-01,dates_tamr,SA,22.7
2025-12-08,dates_tamr,SA,22.4
2025-12-15,dates_tamr,SA,21.6
2025-12-22,dates_tamr,SA,23.5
2025-12-29,dates_tamr,SA,24.7
2026-01-05,dates_tamr,SA,24.3
2026-01-12,dates_tamr,SA,22.4
2026-01-19,dates_tamr,SA,24.8
2026-01-26,dates_tamr,SA,22.4
2026-02-02,dates_tamr,SA,21.4
2026-02-09,dates_tamr,SA,33.9
2026-02-16,dates_tamr,SA,49.5
2026-02-23,dates_tamr,SA,66.4
2026-03-02,dates_tamr,SA,100.0
2026-03-09,dates_tamr,SA,60.6
2026-03-16,dates_tamr,SA,26.3
2026-03-23,dates_tamr,SA,23.7
2026-03-30,dates_tamr,SA,21.8
2026-04-06,dates_tamr,SA,24.1
2026-04-13,dates_tamr,SA,23.8
2026-04-20,dates_tamr,SA,21.8
2024-01-01,eid_abaya,SA,24.5
2024-01-08,eid_abaya,SA,25.1
2024-01-15,eid_abaya,SA,25.6
2024-01-22,eid_abaya,SA,22.7
2024-01-29,eid_abaya,SA,25.3
2024-02-05,eid_abaya,SA,24.6
2024-02-12,eid_abaya,SA,23.8
2024-02-19,eid_abaya,SA,23.5
2024-02-26,eid_abaya,SA,24.9
2024-03-04,eid_abaya,SA,22.8
2024-03-11,eid_abaya,SA,23.9
2024-03-18,eid_abaya,SA,25.3
2024-03-25,eid_abaya,SA,62.6
2024-04-01,eid_abaya,SA,61.3
2024-04-08,eid_abaya,SA,66.8
2024-04-15,eid_abaya,SA,24.8
2024-04-22,eid_abaya,SA,27.6
2024-04-29,eid_abaya,SA,26.3
2024-05-06,eid_abaya,SA,26.1
2024-05-13,eid_abaya,SA,26.0
2024-05-20,eid_abaya,SA,23.1
2024-05-27,eid_abaya,SA,25.3
2024-06-03,eid_abaya,SA,25.6
2024-06-10,eid_abaya,SA,25.8
2024-06-17,eid_abaya,SA,27.4
2024-06-24,eid_abaya,SA,27.2
2024-07-01,eid_abaya,SA,25.9
2024-07-08,eid_abaya,SA,26.6
2024-07-15,eid_abaya,SA,24.4
2024-07-22,eid_abaya,SA,26.5
2024-07-29,eid_abaya,SA,29.0
2024-08-05,eid_abaya,SA,26.5
2024-08-12,eid_abaya,SA,26.0
2024-08-19,eid_abaya,SA,24.8
2024-08-26,eid_abaya,SA,23.1
2024-09-02,eid_abaya,SA,24.3
2024-09-09,eid_abaya,SA,26.2
2024-09-16,eid_abaya,SA,24.6
2024-09-23,eid_abaya,SA,24.8
2024-09-30,eid_abaya,SA,27.0
2024-10-07,eid_abaya,SA,25.4
2024-10-14,eid_abaya,SA,22.8
2024-10-21,eid_abaya,SA,23.6
2024-10-28,eid_abaya,SA,25.5
2024-11-04,eid_abaya,SA,24.3
2024-11-11,eid_abaya,SA,24.9
2024-11-18,eid_abaya,SA,26.0
2024-11-25,eid_abaya,SA,27.6
2024-12-02,eid_abaya,SA,27.1
2024-12-09,eid_abaya,SA,29.6
2024-12-16,eid_abaya,SA,26.3
2024-12-23,eid_abaya,SA,25.5
2024-12-30,eid_abaya,SA,27.1
2025-01-06,eid_abaya,SA,25.9
2025-01-13,eid_abaya,SA,29.0
2025-01-20,eid_abaya,SA,27.0
2025-01-27,eid_abaya,SA,24.9
2025-02-03,eid_abaya,SA,28.5
2025-02-10,eid_abaya,SA,25.3
2025-02-17,eid_abaya,SA,26.2
2025-02-24,eid_abaya,SA,26.5
2025-03-03,eid_abaya,SA,25.7
2025-03-10,eid_abaya,SA,37.1
2025-03-17,eid_abaya,SA,54.7
2025-03-24,eid_abaya,SA,100.0
2025-03-31,eid_abaya,SA,56.1
2025-04-07,eid_abaya,SA,26.1
2025-04-14,eid_abaya,SA,28.3
2025-04-21,eid_abaya,SA,24.8
2025-04-28,eid_abaya,SA,23.5
2025-05-05,eid_abaya,SA,26.0
2025-05-12,eid_abaya,SA,29.3
2025-05-19,eid_abaya,SA,27.6
2025-05-26,eid_abaya,SA,27.5
2025-06-02,eid_abaya,SA,29.4
2025-06-09,eid_abaya,SA,27.1
2025-06-16,eid_abaya,SA,27.9
2025-06-23,eid_abaya,SA,26.1
2025-06-30,eid_abaya,SA,25.9
2025-07-07,eid_abaya,SA,26.0
2025-07-14,eid_abaya,SA,25.3
2025-07-21,eid_abaya,SA,27.1
2025-07-28,eid_abaya,SA,27.5
2025-08-04,eid_abaya,SA,28.0
2025-08-11,eid_abaya,SA,23.7
2025-08-18,eid_abaya,SA,27.4
2025-08-25,eid_abaya,SA,27.1
2025-09-01,eid_abaya,SA,26.4
2025-09-08,eid_abaya,SA,26.4
2025-09-15,eid_abaya,SA,29.3
2025-09-22,eid_abaya,SA,30.0
2025-09-29,eid_abaya,SA,27.9
2025-10-06,eid_abaya,SA,24.7
2025-10-13,eid_abaya,SA,30.2
2025-10-20,eid_abaya,SA,30.1
2025-10-27,eid_abaya,SA,28.5
2025-11-03,eid_abaya,SA,28.3
2025-11-10,eid_abaya,SA,26.4
2025-11-17,eid_abaya,SA,28.5
2025-11-24,eid_abaya,SA,30.0
2025-12-01,eid_abaya,SA,28.2
2025-12-08,eid_abaya,SA,28.6
2025-12-15,eid_abaya,SA,27.8
2025-12-22,eid_abaya,SA,27.3
2025-12-29,eid_abaya,SA,26.1
2026-01-05,eid_abaya,SA,29.3
2026-01-12,eid_abaya,SA,29.3
2026-01-19,eid_abaya,SA,32.4
2026-01-26,eid_abaya,SA,27.6
2026-02-02,eid_abaya,SA,25.3
2026-02-09,eid_abaya,SA,27.1
2026-02-16,eid_abaya,SA,27.4
2026-02-23,eid_abaya,SA,32.5
2026-03-02,eid_abaya,SA,49.0
2026-03-09,eid_abaya,SA,66.4
2026-03-16,eid_abaya,SA,90.1
2026-03-23,eid_abaya,SA,33.7
2026-03-30,eid_abaya,SA,26.8
2026-04-06,eid_abaya,SA,29.2
2026-04-13,eid_abaya,SA,27.2
2026-04-20,eid_abaya,SA,24.5
2024-01-01,ev_cars,SA,35.8
2024-01-08,ev_cars,SA,36.3
2024-01-15,ev_cars,SA,33.7
2024-01-22,ev_cars,SA,39.8
2024-01-29,ev_cars,SA,37.3
2024-02-05,ev_cars,SA,33.6
2024-02-12,ev_cars,SA,40.7
2024-02-19,ev_cars,SA,35.9
2024-02-26,ev_cars,SA,40.1
2024-03-04,ev_cars,SA,33.4
2024-03-11,ev_cars,SA,35.9
2024-03-18,ev_cars,SA,41.4
2024-03-25,ev_cars,SA,42.2
2024-04-01,ev_cars,SA,40.1
2024-04-08,ev_cars,SA,39.0
2024-04-15,ev_cars,SA,45.9
2024-04-22,ev_cars,SA,37.6
2024-04-29,ev_cars,SA,37.3
2024-05-06,ev_cars,SA,37.6
2024-05-13,ev_cars,SA,43.3
2024-05-20,ev_cars,SA,42.0
2024-05-27,ev_cars,SA,40.8
2024-06-03,ev_cars,SA,40.5
2024-06-10,ev_cars,SA,41.3
2024-06-17,ev_cars,SA,37.8
2024-06-24,ev_cars,SA,48.3
2024-07-01,ev_cars,SA,42.4
2024-07-08,ev_cars,SA,38.7
2024-07-15,ev_cars,SA,41.3
2024-07-22,ev_cars,SA,47.4
2024-07-29,ev_cars,SA,41.7
2024-08-05,ev_cars,SA,41.9
2024-08-12,ev_cars,SA,48.6
2024-08-19,ev_cars,SA,39.0
2024-08-26,ev_cars,SA,39.9
2024-09-02,ev_cars,SA,47.1
2024-09-09,ev_cars,SA,57.9
2024-09-16,ev_cars,SA,47.0
2024-09-23,ev_cars,SA,43.0
2024-09-30,ev_cars,SA,50.2
2024-10-07,ev_cars,SA,52.2
2024-10-14,ev_cars,SA,45.9
2024-10-21,ev_cars,SA,50.3
2024-10-28,ev_cars,SA,51.2
2024-11-04,ev_cars,SA,48.0
2024-11-11,ev_cars,SA,51.8
2024-11-18,ev_cars,SA,48.5
2024-11-25,ev_cars,SA,48.2
2024-12-02,ev_cars,SA,47.7
2024-12-09,ev_cars,SA,54.5
2024-12-16,ev_cars,SA,50.5
2024-12-23,ev_cars,SA,57.1
2024-12-30,ev_cars,SA,51.4
2025-01-06,ev_cars,SA,50.5
2025-01-13,ev_cars,SA,54.1
2025-01-20,ev_cars,SA,50.9
2025-01-27,ev_cars,SA,60.8
2025-02-03,ev_cars,SA,49.3
2025-02-10,ev_cars,SA,47.0
2025-02-17,ev_cars,SA,52.2
2025-02-24,ev_cars,SA,63.2
2025-03-03,ev_cars,SA,48.4
2025-03-10,ev_cars,SA,61.8
2025-03-17,ev_cars,SA,61.4
2025-03-24,ev_cars,SA,56.6
2025-03-31,ev_cars,SA,59.2
2025-04-07,ev_cars,SA,56.4
2025-04-14,ev_cars,SA,55.7
2025-04-21,ev_cars,SA,59.5
2025-04-28,ev_cars,SA,60.0
2025-05-05,ev_cars,SA,52.6
2025-05-12,ev_cars,SA,60.0
2025-05-19,ev_cars,SA,59.1
2025-05-26,ev_cars,SA,59.9
2025-06-02,ev_cars,SA,64.2
2025-06-09,ev_cars,SA,61.4
2025-06-16,ev_cars,SA,63.6
2025-06-23,ev_cars,SA,61.0
2025-06-30,ev_cars,SA,62.4
2025-07-07,ev_cars,SA,64.4
2025-07-14,ev_cars,SA,68.9
2025-07-21,ev_cars,SA,66.5
2025-07-28,ev_cars,SA,65.0
2025-08-04,ev_cars,SA,72.3
2025-08-11,ev_cars,SA,61.0
2025-08-18,ev_cars,SA,61.2
2025-08-25,ev_cars,SA,70.2
2025-09-01,ev_cars,SA,77.9
2025-09-08,ev_cars,SA,64.6
2025-09-15,ev_cars,SA,77.1
2025-09-22,ev_cars,SA,77.0
2025-09-29,ev_cars,SA,75.4
2025-10-06,ev_cars,SA,75.8
2025-10-13,ev_cars,SA,72.7
2025-10-20,ev_cars,SA,67.6
2025-10-27,ev_cars,SA,74.6
2025-11-03,ev_cars,SA,79.9
2025-11-10,ev_cars,SA,83.1
2025-11-17,ev_cars,SA,79.1
2025-11-24,ev_cars,SA,75.9
2025-12-01,ev_cars,SA,74.8
2025-12-08,ev_cars,SA,84.4
2025-12-15,ev_cars,SA,89.7
2025-12-22,ev_cars,SA,80.0
2025-12-29,ev_cars,SA,76.5
2026-01-05,ev_cars,SA,79.5
2026-01-12,ev_cars,SA,71.8
2026-01-19,ev_cars,SA,74.9
2026-01-26,ev_cars,SA,84.4
2026-02-02,ev_cars,SA,86.9
2026-02-09,ev_cars,SA,100.0
2026-02-16,ev_cars,SA,87.6
2026-02-23,ev_cars,SA,78.2
2026-03-02,ev_cars,SA,96.5
2026-03-09,ev_cars,SA,95.4
2026-03-16,ev_cars,SA,98.8
2026-03-23,ev_cars,SA,78.5
2026-03-30,ev_cars,SA,92.3
2026-04-06,ev_cars,SA,91.1
2026-04-13,ev_cars,SA,86.7
2026-04-20,ev_cars,SA,92.8
2024-01-01,founding_day_thobe,SA,17.3
2024-01-08,founding_day_thobe,SA,19.1
2024-01-15,founding_day_thobe,SA,21.6
2024-01-22,founding_day_thobe,SA,24.4
2024-01-29,founding_day_thobe,SA,17.5
2024-02-05,founding_day_thobe,SA,19.3
2024-02-12,founding_day_thobe,SA,71.7
2024-02-19,founding_day_thobe,SA,78.6
2024-02-26,founding_day_thobe,SA,20.0
2024-03-04,founding_day_thobe,SA,24.7
2024-03-11,founding_day_thobe,SA,20.8
2024-03-18,founding_day_thobe,SA,21.8
2024-03-25,founding_day_thobe,SA,24.5
2024-04-01,founding_day_thobe,SA,18.5
2024-04-08,founding_day_thobe,SA,17.0
2024-04-15,founding_day_thobe,SA,18.3
2024-04-22,founding_day_thobe,SA,18.1
2024-04-29,founding_day_thobe,SA,20.2
2024-05-06,founding_day_thobe,SA,16.6
2024-05-13,founding_day_thobe,SA,18.4
2024-05-20,founding_day_thobe,SA,20.2
2024-05-27,founding_day_thobe,SA,20.8
2024-06-03,founding_day_thobe,SA,22.1
2024-06-10,founding_day_thobe,SA,21.9
2024-06-17,founding_day_thobe,SA,17.4
2024-06-24,founding_day_thobe,SA,25.2
2024-07-01,founding_day_thobe,SA,20.4
2024-07-08,founding_day_thobe,SA,21.9
2024-07-15,founding_day_thobe,SA,17.9
2024-07-22,founding_day_thobe,SA,21.2
2024-07-29,founding_day_thobe,SA,22.3
2024-08-05,founding_day_thobe,SA,18.7
2024-08-12,founding_day_thobe,SA,21.2
2024-08-19,founding_day_thobe,SA,23.5
2024-08-26,founding_day_thobe,SA,21.4
2024-09-02,founding_day_thobe,SA,21.2
2024-09-09,founding_day_thobe,SA,20.7
2024-09-16,founding_day_thobe,SA,21.1
2024-09-23,founding_day_thobe,SA,21.3
2024-09-30,founding_day_thobe,SA,20.9
2024-10-07,founding_day_thobe,SA,18.5
2024-10-14,founding_day_thobe,SA,20.9
2024-10-21,founding_day_thobe,SA,20.1
2024-10-28,founding_day_thobe,SA,18.9
2024-11-04,founding_day_thobe,SA,19.2
2024-11-11,founding_day_thobe,SA,20.5
2024-11-18,founding_day_thobe,SA,18.7
2024-11-25,founding_day_thobe,SA,23.6
2024-12-02,founding_day_thobe,SA,22.8
2024-12-09,founding_day_thobe,SA,23.1
2024-12-16,founding_day_thobe,SA,24.5
2024-12-23,founding_day_thobe,SA,22.4
2024-12-30,founding_day_thobe,SA,19.9
2025-01-06,founding_day_thobe,SA,20.5
2025-01-13,founding_day_thobe,SA,20.4
2025-01-20,founding_day_thobe,SA,20.9
2025-01-27,founding_day_thobe,SA,21.6
2025-02-03,founding_day_thobe,SA,19.8
2025-02-10,founding_day_thobe,SA,57.5
2025-02-17,founding_day_thobe,SA,88.4
2025-02-24,founding_day_thobe,SA,38.0
2025-03-03,founding_day_thobe,SA,25.3
2025-03-10,founding_day_thobe,SA,22.3
2025-03-17,founding_day_thobe,SA,22.8
2025-03-24,founding_day_thobe,SA,20.2
2025-03-31,founding_day_thobe,SA,23.3
2025-04-07,founding_day_thobe,SA,25.3
2025-04-14,founding_day_thobe,SA,22.2
2025-04-21,founding_day_thobe,SA,23.5
2025-04-28,founding_day_thobe,SA,22.4
2025-05-05,founding_day_thobe,SA,24.1
2025-05-12,founding_day_thobe,SA,25.7
2025-05-19,founding_day_thobe,SA,22.6
2025-05-26,founding_day_thobe,SA,24.2
2025-06-02,founding_day_thobe,SA,22.9
2025-06-09,founding_day_thobe,SA,24.5
2025-06-16,founding_day_thobe,SA,24.3
2025-06-23,founding_day_thobe,SA,22.5
2025-06-30,founding_day_thobe,SA,25.6
2025-07-07,founding_day_thobe,SA,22.2
2025-07-14,founding_day_thobe,SA,20.1
2025-07-21,founding_day_thobe,SA,21.9
2025-07-28,founding_day_thobe,SA,23.7
2025-08-04,founding_day_thobe,SA,23.8
2025-08-11,founding_day_thobe,SA,22.8
2025-08-18,founding_day_thobe,SA,21.8
2025-08-25,founding_day_thobe,SA,24.0
2025-09-01,founding_day_thobe,SA,22.7
2025-09-08,founding_day_thobe,SA,26.0
2025-09-15,founding_day_thobe,SA,22.2
2025-09-22,founding_day_thobe,SA,25.6
2025-09-29,founding_day_thobe,SA,24.4
2025-10-06,founding_day_thobe,SA,27.7
2025-10-13,founding_day_thobe,SA,20.2
2025-10-20,founding_day_thobe,SA,26.8
2025-10-27,founding_day_thobe,SA,24.3
2025-11-03,founding_day_thobe,SA,22.8
2025-11-10,founding_day_thobe,SA,22.5
2025-11-17,founding_day_thobe,SA,22.4
2025-11-24,founding_day_thobe,SA,23.0
2025-12-01,founding_day_thobe,SA,25.0
2025-12-08,founding_day_thobe,SA,25.5
2025-12-15,founding_day_thobe,SA,24.1
2025-12-22,founding_day_thobe,SA,25.2
2025-12-29,founding_day_thobe,SA,27.4
2026-01-05,founding_day_thobe,SA,23.3
2026-01-12,founding_day_thobe,SA,24.1
2026-01-19,founding_day_thobe,SA,27.9
2026-01-26,founding_day_thobe,SA,25.3
2026-02-02,founding_day_thobe,SA,24.2
2026-02-09,founding_day_thobe,SA,45.4
2026-02-16,founding_day_thobe,SA,100.0
2026-02-23,founding_day_thobe,SA,57.3
2026-03-02,founding_day_thobe,SA,24.9
2026-03-09,founding_day_thobe,SA,26.0
2026-03-16,founding_day_thobe,SA,22.5
2026-03-23,founding_day_thobe,SA,24.9
2026-03-30,founding_day_thobe,SA,28.0
2026-04-06,founding_day_thobe,SA,28.9
2026-04-13,founding_day_thobe,SA,28.4
2026-04-20,founding_day_thobe,SA,24.8
2024-01-01,healthy_meal_delivery,SA,53.5
2024-01-08,healthy_meal_delivery,SA,47.5
2024-01-15,healthy_meal_delivery,SA,49.1
2024-01-22,healthy_meal_delivery,SA,44.0
2024-01-29,healthy_meal_delivery,SA,51.9
2024-02-05,healthy_meal_delivery,SA,53.7
2024-02-12,healthy_meal_delivery,SA,53.2
2024-02-19,healthy_meal_delivery,SA,50.7
2024-02-26,healthy_meal_delivery,SA,54.7
2024-03-04,healthy_meal_delivery,SA,49.1
2024-03-11,healthy_meal_delivery,SA,51.9
2024-03-18,healthy_meal_delivery,SA,52.5
2024-03-25,healthy_meal_delivery,SA,51.7
2024-04-01,healthy_meal_delivery,SA,49.8
2024-04-08,healthy_meal_delivery,SA,51.6
2024-04-15,healthy_meal_delivery,SA,51.8
2024-04-22,healthy_meal_delivery,SA,53.7
2024-04-29,healthy_meal_delivery,SA,51.2
2024-05-06,healthy_meal_delivery,SA,49.0
2024-05-13,healthy_meal_delivery,SA,57.9
2024-05-20,healthy_meal_delivery,SA,50.0
2024-05-27,healthy_meal_delivery,SA,53.9
2024-06-03,healthy_meal_delivery,SA,56.3
2024-06-10,healthy_meal_delivery,SA,57.5
2024-06-17,healthy_meal_delivery,SA,51.6
2024-06-24,healthy_meal_delivery,SA,56.9
2024-07-01,healthy_meal_delivery,SA,59.6
2024-07-08,healthy_meal_delivery,SA,53.8
2024-07-15,healthy_meal_delivery,SA,57.6
2024-07-22,healthy_meal_delivery,SA,55.9
2024-07-29,healthy_meal_delivery,SA,50.3
2024-08-05,healthy_meal_delivery,SA,63.2
2024-08-12,healthy_meal_delivery,SA,54.8
2024-08-19,healthy_meal_delivery,SA,54.1
2024-08-26,healthy_meal_delivery,SA,54.1
2024-09-02,healthy_meal_delivery,SA,54.0
