date_gregorian,date_hijri,entity_id,entity_name_ar,category,source,mentions,sentiment
2024-01-02,1445-06-20,founding_day_thobe,ثوب التأسيس,fashion,instagram,4,0.67
2024-01-02,1445-06-20,founding_day_thobe,ثوب التأسيس,fashion,snapchat,3,0.499
2024-01-02,1445-06-20,riyadh_season_tickets,موسم الرياض,entertainment,x,52,0.573
2024-01-02,1445-06-20,riyadh_season_tickets,موسم الرياض,entertainment,tiktok,52,0.489
2024-01-02,1445-06-20,riyadh_season_tickets,موسم الرياض,entertainment,instagram,38,0.637
2024-01-02,1445-06-20,riyadh_season_tickets,موسم الرياض,entertainment,snapchat,31,0.611
2024-01-02,1445-06-20,padel,بادل,sports,x,26,0.53
2024-01-02,1445-06-20,padel,بادل,sports,tiktok,26,0.402
2024-01-02,1445-06-20,padel,بادل,sports,instagram,19,0.595
2024-01-02,1445-06-20,padel,بادل,sports,snapchat,16,0.545
2024-01-02,1445-06-20,ev_cars,سيارات كهربائية,automotive,x,20,0.599
2024-01-02,1445-06-20,ev_cars,سيارات كهربائية,automotive,tiktok,20,0.492
2024-01-02,1445-06-20,ev_cars,سيارات كهربائية,automotive,instagram,15,0.59
2024-01-02,1445-06-20,ev_cars,سيارات كهربائية,automotive,snapchat,12,0.652
2024-01-02,1445-06-20,healthy_meal_delivery,وجبات صحية,food,x,47,0.55
2024-01-02,1445-06-20,healthy_meal_delivery,وجبات صحية,food,tiktok,47,0.777
2024-01-02,1445-06-20,healthy_meal_delivery,وجبات صحية,food,instagram,34,0.364
2024-01-02,1445-06-20,healthy_meal_delivery,وجبات صحية,food,snapchat,28,0.62
2024-01-02,1445-06-20,matcha,ماتشا,food,x,8,0.74
2024-01-02,1445-06-20,matcha,ماتشا,food,tiktok,8,0.549
2024-01-02,1445-06-20,matcha,ماتشا,food,instagram,6,0.774
2024-01-02,1445-06-20,matcha,ماتشا,food,snapchat,5,0.506
2024-01-02,1445-06-20,home_workout,تمارين بيتية,fitness,x,28,0.481
2024-01-02,1445-06-20,home_workout,تمارين بيتية,fitness,tiktok,28,0.556
2024-01-02,1445-06-20,home_workout,تمارين بيتية,fitness,instagram,20,0.522
2024-01-02,1445-06-20,home_workout,تمارين بيتية,fitness,snapchat,17,0.57
2024-01-02,1445-06-20,shisha_cafe,كافيهات شيشة,food,x,50,0.449
2024-01-02,1445-06-20,shisha_cafe,كافيهات شيشة,food,tiktok,50,0.579
2024-01-02,1445-06-20,shisha_cafe,كافيهات شيشة,food,instagram,37,0.866
2024-01-02,1445-06-20,shisha_cafe,كافيهات شيشة,food,snapchat,30,0.463
2024-01-02,1445-06-20,cafe_nakhla,كافيه نخلة,food,x,6,0.597
2024-01-02,1445-06-20,cafe_nakhla,كافيه نخلة,food,tiktok,6,0.619
2024-01-02,1445-06-20,cafe_nakhla,كافيه نخلة,food,instagram,4,0.679
2024-01-02,1445-06-20,cafe_nakhla,كافيه نخلة,food,snapchat,3,0.524
2024-01-02,1445-06-20,selah_dance,رقصة سيلة,entertainment,x,4,0.674
2024-01-02,1445-06-20,selah_dance,رقصة سيلة,entertainment,tiktok,4,0.597
2024-01-02,1445-06-20,selah_dance,رقصة سيلة,entertainment,instagram,3,0.354
2024-01-02,1445-06-20,selah_dance,رقصة سيلة,entertainment,snapchat,2,0.546
2024-01-02,1445-06-20,milk,حليب,food,x,132,0.426
2024-01-02,1445-06-20,milk,حليب,food,tiktok,132,0.466
2024-01-02,1445-06-20,milk,حليب,food,instagram,97,0.555
2024-01-02,1445-06-20,milk,حليب,food,snapchat,79,0.6
2024-01-02,1445-06-20,rice,أرز,food,x,177,0.435
2024-01-02,1445-06-20,rice,أرز,food,tiktok,177,0.472
2024-01-02,1445-06-20,rice,أرز,food,instagram,130,0.434
2024-01-02,1445-06-20,rice,أرز,food,snapchat,106,0.614
2024-01-02,1445-06-20,spam_product_x,منتج وهمي,noise,x,14,0.595
2024-01-02,1445-06-20,spam_product_x,منتج وهمي,noise,tiktok,14,0.702
2024-01-02,1445-06-20,spam_product_x,منتج وهمي,noise,instagram,10,0.557
2024-01-02,1445-06-20,spam_product_x,منتج وهمي,noise,snapchat,8,0.65
2024-01-03,1445-06-21,dates_tamr,تمر,food,x,70,0.483
2024-01-03,1445-06-21,dates_tamr,تمر,food,tiktok,70,0.703
2024-01-03,1445-06-21,dates_tamr,تمر,food,instagram,52,0.649
2024-01-03,1445-06-21,dates_tamr,تمر,food,snapchat,42,0.599
2024-01-03,1445-06-21,qamar_al_deen,قمر الدين,food,x,15,0.528
2024-01-03,1445-06-21,qamar_al_deen,قمر الدين,food,tiktok,15,0.782
2024-01-03,1445-06-21,qamar_al_deen,قمر الدين,food,instagram,11,0.701
2024-01-03,1445-06-21,qamar_al_deen,قمر الدين,food,snapchat,9,0.41
2024-01-03,1445-06-21,eid_abaya,عبايات العيد,fashion,x,31,0.628
2024-01-03,1445-06-21,eid_abaya,عبايات العيد,fashion,tiktok,31,0.415
2024-01-03,1445-06-21,eid_abaya,عبايات العيد,fashion,instagram,23,0.324
2024-01-03,1445-06-21,eid_abaya,عبايات العيد,fashion,snapchat,19,0.359
2024-01-03,1445-06-21,ihram,إحرام,fashion,x,12,0.428
2024-01-03,1445-06-21,ihram,إحرام,fashion,tiktok,12,0.348
2024-01-03,1445-06-21,ihram,إحرام,fashion,instagram,9,0.583
2024-01-03,1445-06-21,ihram,إحرام,fashion,snapchat,7,0.587
2024-01-03,1445-06-21,ksa_flag_merch,علم السعودية,merch,x,11,0.531
2024-01-03,1445-06-21,ksa_flag_merch,علم السعودية,merch,tiktok,11,0.685
2024-01-03,1445-06-21,ksa_flag_merch,علم السعودية,merch,instagram,8,0.536
2024-01-03,1445-06-21,ksa_flag_merch,علم السعودية,merch,snapchat,6,0.484
2024-01-03,1445-06-21,founding_day_thobe,ثوب التأسيس,fashion,x,8,0.333
2024-01-03,1445-06-21,founding_day_thobe,ثوب التأسيس,fashion,tiktok,8,0.566
2024-01-03,1445-06-21,founding_day_thobe,ثوب التأسيس,fashion,instagram,6,0.575
2024-01-03,1445-06-21,founding_day_thobe,ثوب التأسيس,fashion,snapchat,5,0.514
2024-01-03,1445-06-21,riyadh_season_tickets,موسم الرياض,entertainment,x,52,0.722
2024-01-03,1445-06-21,riyadh_season_tickets,موسم الرياض,entertainment,tiktok,52,0.554
2024-01-03,1445-06-21,riyadh_season_tickets,موسم الرياض,entertainment,instagram,38,0.499
2024-01-03,1445-06-21,riyadh_season_tickets,موسم الرياض,entertainment,snapchat,31,0.491
2024-01-03,1445-06-21,padel,بادل,sports,x,32,0.537
2024-01-03,1445-06-21,padel,بادل,sports,tiktok,32,0.556
2024-01-03,1445-06-21,padel,بادل,sports,instagram,23,0.734
2024-01-03,1445-06-21,padel,بادل,sports,snapchat,19,0.644
2024-01-03,1445-06-21,ev_cars,سيارات كهربائية,automotive,x,29,0.617
2024-01-03,1445-06-21,ev_cars,سيارات كهربائية,automotive,tiktok,29,0.436
2024-01-03,1445-06-21,ev_cars,سيارات كهربائية,automotive,instagram,21,0.581
2024-01-03,1445-06-21,ev_cars,سيارات كهربائية,automotive,snapchat,17,0.592
2024-01-03,1445-06-21,healthy_meal_delivery,وجبات صحية,food,x,55,0.55
2024-01-03,1445-06-21,healthy_meal_delivery,وجبات صحية,food,tiktok,55,0.597
2024-01-03,1445-06-21,healthy_meal_delivery,وجبات صحية,food,instagram,40,0.589
2024-01-03,1445-06-21,healthy_meal_delivery,وجبات صحية,food,snapchat,33,0.346
2024-01-03,1445-06-21,matcha,ماتشا,food,x,7,0.68
2024-01-03,1445-06-21,matcha,ماتشا,food,tiktok,7,0.74
2024-01-03,1445-06-21,matcha,ماتشا,food,instagram,5,0.73
2024-01-03,1445-06-21,matcha,ماتشا,food,snapchat,4,0.344
2024-01-03,1445-06-21,home_workout,تمارين بيتية,fitness,x,28,0.561
2024-01-03,1445-06-21,home_workout,تمارين بيتية,fitness,tiktok,28,0.503
2024-01-03,1445-06-21,home_workout,تمارين بيتية,fitness,instagram,20,0.687
2024-01-03,1445-06-21,home_workout,تمارين بيتية,fitness,snapchat,17,0.408
2024-01-03,1445-06-21,shisha_cafe,كافيهات شيشة,food,x,45,0.467
2024-01-03,1445-06-21,shisha_cafe,كافيهات شيشة,food,tiktok,45,0.571
2024-01-03,1445-06-21,shisha_cafe,كافيهات شيشة,food,instagram,33,0.57
2024-01-03,1445-06-21,shisha_cafe,كافيهات شيشة,food,snapchat,27,0.481
2024-01-03,1445-06-21,cafe_nakhla,كافيه نخلة,food,x,3,0.629
2024-01-03,1445-06-21,cafe_nakhla,كافيه نخلة,food,tiktok,3,0.533
2024-01-03,1445-06-21,cafe_nakhla,كافيه نخلة,food,instagram,2,0.486
2024-01-03,1445-06-21,cafe_nakhla,كافيه نخلة,food,snapchat,2,0.472
2024-01-03,1445-06-21,selah_dance,رقصة سيلة,entertainment,x,5,0.633
2024-01-03,1445-06-21,selah_dance,رقصة سيلة,entertainment,tiktok,5,0.617
2024-01-03,1445-06-21,selah_dance,رقصة سيلة,entertainment,instagram,4,0.538
2024-01-03,1445-06-21,selah_dance,رقصة سيلة,entertainment,snapchat,3,0.464
2024-01-03,1445-06-21,milk,حليب,food,x,149,0.452
2024-01-03,1445-06-21,milk,حليب,food,tiktok,149,0.637
2024-01-03,1445-06-21,milk,حليب,food,instagram,110,0.545
2024-01-03,1445-06-21,milk,حليب,food,snapchat,90,0.707
2024-01-03,1445-06-21,rice,أرز,food,x,166,0.542
2024-01-03,1445-06-21,rice,أرز,food,tiktok,166,0.401
2024-01-03,1445-06-21,rice,أرز,food,instagram,122,0.525
2024-01-03,1445-06-21,rice,أرز,food,snapchat,100,0.579
2024-01-03,1445-06-21,spam_product_x,منتج وهمي,noise,x,13,0.474
2024-01-03,1445-06-21,spam_product_x,منتج وهمي,noise,tiktok,13,0.729
2024-01-03,1445-06-21,spam_product_x,منتج وهمي,noise,instagram,10,0.534
2024-01-03,1445-06-21,spam_product_x,منتج وهمي,noise,snapchat,8,0.467
2024-01-04,1445-06-22,dates_tamr,تمر,food,x,61,0.482
2024-01-04,1445-06-22,dates_tamr,تمر,food,tiktok,61,0.598
2024-01-04,1445-06-22,dates_tamr,تمر,food,instagram,45,0.623
2024-01-04,1445-06-22,dates_tamr,تمر,food,snapchat,36,0.625
2024-01-04,1445-06-22,qamar_al_deen,قمر الدين,food,x,26,0.51
2024-01-04,1445-06-22,qamar_al_deen,قمر الدين,food,tiktok,26,0.67
2024-01-04,1445-06-22,qamar_al_deen,قمر الدين,food,instagram,19,0.632
2024-01-04,1445-06-22,qamar_al_deen,قمر الدين,food,snapchat,15,0.55
2024-01-04,1445-06-22,eid_abaya,عبايات العيد,fashion,x,31,0.487
2024-01-04,1445-06-22,eid_abaya,عبايات العيد,fashion,tiktok,31,0.458
2024-01-04,1445-06-22,eid_abaya,عبايات العيد,fashion,instagram,23,0.485
2024-01-04,1445-06-22,eid_abaya,عبايات العيد,fashion,snapchat,19,0.575
2024-01-04,1445-06-22,ihram,إحرام,fashion,x,10,0.567
2024-01-04,1445-06-22,ihram,إحرام,fashion,tiktok,10,0.492
2024-01-04,1445-06-22,ihram,إحرام,fashion,instagram,7,0.654
2024-01-04,1445-06-22,ihram,إحرام,fashion,snapchat,6,0.611
2024-01-04,1445-06-22,ksa_flag_merch,علم السعودية,merch,x,14,0.62
2024-01-04,1445-06-22,ksa_flag_merch,علم السعودية,merch,tiktok,14,0.398
2024-01-04,1445-06-22,ksa_flag_merch,علم السعودية,merch,instagram,10,0.517
2024-01-04,1445-06-22,ksa_flag_merch,علم السعودية,merch,snapchat,9,0.487
2024-01-04,1445-06-22,founding_day_thobe,ثوب التأسيس,fashion,x,6,0.573
2024-01-04,1445-06-22,founding_day_thobe,ثوب التأسيس,fashion,tiktok,6,0.519
2024-01-04,1445-06-22,founding_day_thobe,ثوب التأسيس,fashion,instagram,5,0.429
2024-01-04,1445-06-22,founding_day_thobe,ثوب التأسيس,fashion,snapchat,4,0.622
2024-01-04,1445-06-22,riyadh_season_tickets,موسم الرياض,entertainment,x,40,0.475
2024-01-04,1445-06-22,riyadh_season_tickets,موسم الرياض,entertainment,tiktok,40,0.553
2024-01-04,1445-06-22,riyadh_season_tickets,موسم الرياض,entertainment,instagram,29,0.544
2024-01-04,1445-06-22,riyadh_season_tickets,موسم الرياض,entertainment,snapchat,24,0.541
2024-01-04,1445-06-22,padel,بادل,sports,x,38,0.632
2024-01-04,1445-06-22,padel,بادل,sports,tiktok,38,0.615
2024-01-04,1445-06-22,padel,بادل,sports,instagram,28,0.663
2024-01-04,1445-06-22,padel,بادل,sports,snapchat,23,0.775
2024-01-04,1445-06-22,ev_cars,سيارات كهربائية,automotive,x,21,0.551
2024-01-04,1445-06-22,ev_cars,سيارات كهربائية,automotive,tiktok,21,0.744
2024-01-04,1445-06-22,ev_cars,سيارات كهربائية,automotive,instagram,16,0.377
2024-01-04,1445-06-22,ev_cars,سيارات كهربائية,automotive,snapchat,13,0.599
2024-01-04,1445-06-22,healthy_meal_delivery,وجبات صحية,food,x,79,0.657
2024-01-04,1445-06-22,healthy_meal_delivery,وجبات صحية,food,tiktok,79,0.463
2024-01-04,1445-06-22,healthy_meal_delivery,وجبات صحية,food,instagram,58,0.527
2024-01-04,1445-06-22,healthy_meal_delivery,وجبات صحية,food,snapchat,47,0.434
2024-01-04,1445-06-22,matcha,ماتشا,food,x,10,0.682
2024-01-04,1445-06-22,matcha,ماتشا,food,tiktok,10,0.451
2024-01-04,1445-06-22,matcha,ماتشا,food,instagram,8,0.474
2024-01-04,1445-06-22,matcha,ماتشا,food,snapchat,6,0.562
2024-01-04,1445-06-22,home_workout,تمارين بيتية,fitness,x,19,0.562
2024-01-04,1445-06-22,home_workout,تمارين بيتية,fitness,tiktok,19,0.429
2024-01-04,1445-06-22,home_workout,تمارين بيتية,fitness,instagram,14,0.494
2024-01-04,1445-06-22,home_workout,تمارين بيتية,fitness,snapchat,11,0.493
2024-01-04,1445-06-22,shisha_cafe,كافيهات شيشة,food,x,57,0.538
2024-01-04,1445-06-22,shisha_cafe,كافيهات شيشة,food,tiktok,57,0.637
2024-01-04,1445-06-22,shisha_cafe,كافيهات شيشة,food,instagram,42,0.497
2024-01-04,1445-06-22,shisha_cafe,كافيهات شيشة,food,snapchat,34,0.536
2024-01-04,1445-06-22,cafe_nakhla,كافيه نخلة,food,x,4,0.54
2024-01-04,1445-06-22,cafe_nakhla,كافيه نخلة,food,tiktok,4,0.515
2024-01-04,1445-06-22,cafe_nakhla,كافيه نخلة,food,instagram,3,0.445
2024-01-04,1445-06-22,cafe_nakhla,كافيه نخلة,food,snapchat,2,0.619
2024-01-04,1445-06-22,selah_dance,رقصة سيلة,entertainment,x,3,0.36
2024-01-04,1445-06-22,selah_dance,رقصة سيلة,entertainment,tiktok,3,0.654
2024-01-04,1445-06-22,selah_dance,رقصة سيلة,entertainment,instagram,2,0.417
2024-01-04,1445-06-22,selah_dance,رقصة سيلة,entertainment,snapchat,2,0.472
2024-01-04,1445-06-22,milk,حليب,food,x,130,0.7
2024-01-04,1445-06-22,milk,حليب,food,tiktok,130,0.353
2024-01-04,1445-06-22,milk,حليب,food,instagram,95,0.405
2024-01-04,1445-06-22,milk,حليب,food,snapchat,78,0.631
2024-01-04,1445-06-22,rice,أرز,food,x,165,0.563
2024-01-04,1445-06-22,rice,أرز,food,tiktok,165,0.619
2024-01-04,1445-06-22,rice,أرز,food,instagram,121,0.528
2024-01-04,1445-06-22,rice,أرز,food,snapchat,99,0.56
2024-01-04,1445-06-22,spam_product_x,منتج وهمي,noise,x,10,0.5
2024-01-04,1445-06-22,spam_product_x,منتج وهمي,noise,tiktok,10,0.584
2024-01-04,1445-06-22,spam_product_x,منتج وهمي,noise,instagram,7,0.499
2024-01-04,1445-06-22,spam_product_x,منتج وهمي,noise,snapchat,6,0.561
2024-01-05,1445-06-23,dates_tamr,تمر,food,x,82,0.449
2024-01-05,1445-06-23,dates_tamr,تمر,food,tiktok,82,0.63
2024-01-05,1445-06-23,dates_tamr,تمر,food,instagram,60,0.691
2024-01-05,1445-06-23,dates_tamr,تمر,food,snapchat,49,0.574
2024-01-05,1445-06-23,qamar_al_deen,قمر الدين,food,x,17,0.643
2024-01-05,1445-06-23,qamar_al_deen,قمر الدين,food,tiktok,17,0.58
2024-01-05,1445-06-23,qamar_al_deen,قمر الدين,food,instagram,13,0.571
2024-01-05,1445-06-23,qamar_al_deen,قمر الدين,food,snapchat,10,0.636
2024-01-05,1445-06-23,eid_abaya,عبايات العيد,fashion,x,45,0.552
2024-01-05,1445-06-23,eid_abaya,عبايات العيد,fashion,tiktok,45,0.361
2024-01-05,1445-06-23,eid_abaya,عبايات العيد,fashion,instagram,33,0.549
2024-01-05,1445-06-23,eid_abaya,عبايات العيد,fashion,snapchat,27,0.591
2024-01-05,1445-06-23,ihram,إحرام,fashion,x,16,0.453
2024-01-05,1445-06-23,ihram,إحرام,fashion,tiktok,16,0.413
2024-01-05,1445-06-23,ihram,إحرام,fashion,instagram,12,0.613
2024-01-05,1445-06-23,ihram,إحرام,fashion,snapchat,10,0.529
2024-01-05,1445-06-23,ksa_flag_merch,علم السعودية,merch,x,12,0.485
2024-01-05,1445-06-23,ksa_flag_merch,علم السعودية,merch,tiktok,12,0.523
2024-01-05,1445-06-23,ksa_flag_merch,علم السعودية,merch,instagram,9,0.497
2024-01-05,1445-06-23,ksa_flag_merch,علم السعودية,merch,snapchat,7,0.388
2024-01-05,1445-06-23,founding_day_thobe,ثوب التأسيس,fashion,x,7,0.549
2024-01-05,1445-06-23,founding_day_thobe,ثوب التأسيس,fashion,tiktok,7,0.501
2024-01-05,1445-06-23,founding_day_thobe,ثوب التأسيس,fashion,instagram,5,0.659
2024-01-05,1445-06-23,founding_day_thobe,ثوب التأسيس,fashion,snapchat,4,0.316
2024-01-05,1445-06-23,riyadh_season_tickets,موسم الرياض,entertainment,x,54,0.647
2024-01-05,1445-06-23,riyadh_season_tickets,موسم الرياض,entertainment,tiktok,54,0.524
2024-01-05,1445-06-23,riyadh_season_tickets,موسم الرياض,entertainment,instagram,40,0.541
2024-01-05,1445-06-23,riyadh_season_tickets,موسم الرياض,entertainment,snapchat,33,0.511
2024-01-05,1445-06-23,padel,بادل,sports,x,38,0.688
2024-01-05,1445-06-23,padel,بادل,sports,tiktok,38,0.653
2024-01-05,1445-06-23,padel,بادل,sports,instagram,28,0.63
2024-01-05,1445-06-23,padel,بادل,sports,snapchat,23,0.441
2024-01-05,1445-06-23,ev_cars,سيارات كهربائية,automotive,x,29,0.463
2024-01-05,1445-06-23,ev_cars,سيارات كهربائية,automotive,tiktok,29,0.592
2024-01-05,1445-06-23,ev_cars,سيارات كهربائية,automotive,instagram,22,0.459
2024-01-05,1445-06-23,ev_cars,سيارات كهربائية,automotive,snapchat,18,0.547
2024-01-05,1445-06-23,healthy_meal_delivery,وجبات صحية,food,x,71,0.522
2024-01-05,1445-06-23,healthy_meal_delivery,وجبات صحية,food,tiktok,71,0.447
2024-01-05,1445-06-23,healthy_meal_delivery,وجبات صحية,food,instagram,52,0.524
2024-01-05,1445-06-23,healthy_meal_delivery,وجبات صحية,food,snapchat,43,0.292
2024-01-05,1445-06-23,matcha,ماتشا,food,x,5,0.438
2024-01-05,1445-06-23,matcha,ماتشا,food,tiktok,5,0.523
2024-01-05,1445-06-23,matcha,ماتشا,food,instagram,4,0.401
2024-01-05,1445-06-23,matcha,ماتشا,food,snapchat,3,0.614
2024-01-05,1445-06-23,home_workout,تمارين بيتية,fitness,x,17,0.571
2024-01-05,1445-06-23,home_workout,تمارين بيتية,fitness,tiktok,17,0.513
2024-01-05,1445-06-23,home_workout,تمارين بيتية,fitness,instagram,12,0.605
2024-01-05,1445-06-23,home_workout,تمارين بيتية,fitness,snapchat,10,0.499
2024-01-05,1445-06-23,shisha_cafe,كافيهات شيشة,food,x,77,0.533
2024-01-05,1445-06-23,shisha_cafe,كافيهات شيشة,food,tiktok,77,0.567
